"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2015Q2","Italy","Iraq","Total","Total","Total positive decisions","Person","155",""
"2015Q2","Italy","Iraq","Total","Total","Rejected","Person","5",""
"2015Q2","Italy","Syria","Total","Total","Total","Person","55",""
"2015Q2","Italy","Syria","Total","Total","Total positive decisions","Person","45",""
"2015Q2","Italy","Syria","Total","Total","Rejected","Person","10",""
"2015Q2","Italy","Total","Total","Total","Total","Person","13,760",""
"2015Q2","Italy","Total","Total","Total","Total positive decisions","Person","6,460",""
"2015Q2","Italy","Total","Total","Total","Rejected","Person","7,300",""
"2015Q2","Hungary","Albania","Total","Total","Total","Person","20",""
"2015Q2","Hungary","Albania","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Hungary","Albania","Total","Total","Rejected","Person","20",""
"2015Q2","Hungary","Serbia","Total","Total","Total","Person","15",""
"2015Q2","Hungary","Serbia","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Hungary","Serbia","Total","Total","Rejected","Person","15",""
"2015Q2","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","185",""
"2015Q2","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","185",""
"2015Q2","Hungary","Russia","Total","Total","Total","Person","0",""
"2015Q2","Hungary","Russia","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Hungary","Russia","Total","Total","Rejected","Person","0",""
"2015Q2","Hungary","Extra EU-28","Total","Total","Total","Person","690",""
"2015Q2","Hungary","Extra EU-28","Total","Total","Total positive decisions","Person","110",""
"2015Q2","Hungary","Extra EU-28","Total","Total","Rejected","Person","585",""
"2015Q2","Hungary","Eritrea","Total","Total","Total","Person","5",""
"2015Q2","Hungary","Eritrea","Total","Total","Total positive decisions","Person","5",""
"2015Q2","Hungary","Eritrea","Total","Total","Rejected","Person","0",""
"2015Q2","Hungary","Afghanistan","Total","Total","Total","Person","80",""
"2015Q2","Hungary","Afghanistan","Total","Total","Total positive decisions","Person","15",""
"2015Q2","Hungary","Afghanistan","Total","Total","Rejected","Person","65",""
"2015Q2","Hungary","Pakistan","Total","Total","Total","Person","60",""
"2015Q2","Hungary","Pakistan","Total","Total","Total positive decisions","Person","5",""
"2015Q2","Hungary","Pakistan","Total","Total","Rejected","Person","55",""
"2015Q2","Hungary","Iraq","Total","Total","Total","Person","10",""
"2015Q2","Hungary","Iraq","Total","Total","Total positive decisions","Person","10",""
"2015Q2","Hungary","Iraq","Total","Total","Rejected","Person","0",""
"2015Q2","Hungary","Syria","Total","Total","Total","Person","30",""
"2015Q2","Hungary","Syria","Total","Total","Total positive decisions","Person","30",""
"2015Q2","Hungary","Syria","Total","Total","Rejected","Person","5",""
"2015Q2","Hungary","Total","Total","Total","Total","Person","690",""
"2015Q2","Hungary","Total","Total","Total","Total positive decisions","Person","110",""
"2015Q2","Hungary","Total","Total","Total","Rejected","Person","585",""
"2015Q2","Netherlands","Albania","Total","Total","Total","Person","30",""
"2015Q2","Netherlands","Albania","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Netherlands","Albania","Total","Total","Rejected","Person","30",""
"2015Q2","Netherlands","Serbia","Total","Total","Total","Person","20",""
"2015Q2","Netherlands","Serbia","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Netherlands","Serbia","Total","Total","Rejected","Person","20",""
"2015Q2","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","5",""
"2015Q2","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","5",""
"2015Q2","Netherlands","Russia","Total","Total","Total","Person","30",""
"2015Q2","Netherlands","Russia","Total","Total","Total positive decisions","Person","10",""
"2015Q2","Netherlands","Russia","Total","Total","Rejected","Person","20",""
"2015Q2","Netherlands","Extra EU-28","Total","Total","Total","Person","3,055",""
"2015Q2","Netherlands","Extra EU-28","Total","Total","Total positive decisions","Person","2,050",""
"2015Q2","Netherlands","Extra EU-28","Total","Total","Rejected","Person","1,005",""
"2015Q2","Netherlands","Eritrea","Total","Total","Total","Person","545",""
"2015Q2","Netherlands","Eritrea","Total","Total","Total positive decisions","Person","525",""
"2015Q2","Netherlands","Eritrea","Total","Total","Rejected","Person","25",""
"2015Q2","Netherlands","Afghanistan","Total","Total","Total","Person","185",""
"2015Q2","Netherlands","Afghanistan","Total","Total","Total positive decisions","Person","80",""
"2015Q2","Netherlands","Afghanistan","Total","Total","Rejected","Person","105",""
"2015Q2","Netherlands","Pakistan","Total","Total","Total","Person","60",""
"2015Q2","Netherlands","Pakistan","Total","Total","Total positive decisions","Person","20",""
"2015Q2","Netherlands","Pakistan","Total","Total","Rejected","Person","40",""
"2015Q2","Netherlands","Iraq","Total","Total","Total","Person","75",""
"2015Q2","Netherlands","Iraq","Total","Total","Total positive decisions","Person","40",""
"2015Q2","Netherlands","Iraq","Total","Total","Rejected","Person","35",""
"2015Q2","Netherlands","Syria","Total","Total","Total","Person","845",""
"2015Q2","Netherlands","Syria","Total","Total","Total positive decisions","Person","800",""
"2015Q2","Netherlands","Syria","Total","Total","Rejected","Person","45",""
"2015Q2","Netherlands","Total","Total","Total","Total","Person","3,055",""
"2015Q2","Netherlands","Total","Total","Total","Total positive decisions","Person","2,050",""
"2015Q2","Netherlands","Total","Total","Total","Rejected","Person","1,005",""
"2015Q2","Slovenia","Albania","Total","Total","Total","Person","0",""
"2015Q2","Slovenia","Albania","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Slovenia","Albania","Total","Total","Rejected","Person","0",""
"2015Q2","Slovenia","Serbia","Total","Total","Total","Person","0",""
"2015Q2","Slovenia","Serbia","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Slovenia","Serbia","Total","Total","Rejected","Person","0",""
"2015Q2","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","5",""
"2015Q2","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","5",""
"2015Q2","Slovenia","Russia","Total","Total","Total","Person","0",""
"2015Q2","Slovenia","Russia","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Slovenia","Russia","Total","Total","Rejected","Person","0",""
"2015Q2","Slovenia","Extra EU-28","Total","Total","Total","Person","30",""
"2015Q2","Slovenia","Extra EU-28","Total","Total","Total positive decisions","Person","10",""
"2015Q2","Slovenia","Extra EU-28","Total","Total","Rejected","Person","20",""
"2015Q2","Slovenia","Eritrea","Total","Total","Total","Person","0",""
"2015Q2","Slovenia","Eritrea","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Slovenia","Eritrea","Total","Total","Rejected","Person","0",""
"2015Q2","Slovenia","Afghanistan","Total","Total","Total","Person","0",""
"2015Q2","Slovenia","Afghanistan","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Slovenia","Afghanistan","Total","Total","Rejected","Person","0",""
"2015Q2","Slovenia","Pakistan","Total","Total","Total","Person","0",""
"2015Q2","Slovenia","Pakistan","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Slovenia","Pakistan","Total","Total","Rejected","Person","0",""
"2015Q2","Slovenia","Iraq","Total","Total","Total","Person","5",""
"2015Q2","Slovenia","Iraq","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Slovenia","Iraq","Total","Total","Rejected","Person","5",""
"2015Q2","Slovenia","Syria","Total","Total","Total","Person","0",""
"2015Q2","Slovenia","Syria","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Slovenia","Syria","Total","Total","Rejected","Person","0",""
"2015Q2","Slovenia","Total","Total","Total","Total","Person","30",""
"2015Q2","Slovenia","Total","Total","Total","Total positive decisions","Person","10",""
"2015Q2","Slovenia","Total","Total","Total","Rejected","Person","20",""
"2015Q2","Sweden","Albania","Total","Total","Total","Person","425",""
"2015Q2","Sweden","Albania","Total","Total","Total positive decisions","Person","15",""
"2015Q2","Sweden","Albania","Total","Total","Rejected","Person","410",""
"2015Q2","Sweden","Serbia","Total","Total","Total","Person","185",""
"2015Q2","Sweden","Serbia","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Sweden","Serbia","Total","Total","Rejected","Person","185",""
"2015Q2","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","520",""
"2015Q2","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","15",""
"2015Q2","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","500",""
"2015Q2","Sweden","Russia","Total","Total","Total","Person","90",""
"2015Q2","Sweden","Russia","Total","Total","Total positive decisions","Person","25",""
"2015Q2","Sweden","Russia","Total","Total","Rejected","Person","65",""
"2015Q2","Sweden","Extra EU-28","Total","Total","Total","Person","10,065",""
"2015Q2","Sweden","Extra EU-28","Total","Total","Total positive decisions","Person","7,550",""
"2015Q2","Sweden","Extra EU-28","Total","Total","Rejected","Person","2,515",""
"2015Q2","Sweden","Eritrea","Total","Total","Total","Person","1,690",""
"2015Q2","Sweden","Eritrea","Total","Total","Total positive decisions","Person","1,690",""
"2015Q2","Sweden","Eritrea","Total","Total","Rejected","Person","0",""
"2015Q2","Sweden","Afghanistan","Total","Total","Total","Person","360",""
"2015Q2","Sweden","Afghanistan","Total","Total","Total positive decisions","Person","275",""
"2015Q2","Sweden","Afghanistan","Total","Total","Rejected","Person","85",""
"2015Q2","Sweden","Pakistan","Total","Total","Total","Person","25",""
"2015Q2","Sweden","Pakistan","Total","Total","Total positive decisions","Person","10",""
"2015Q2","Sweden","Pakistan","Total","Total","Rejected","Person","15",""
"2015Q2","Sweden","Iraq","Total","Total","Total","Person","230",""
"2015Q2","Sweden","Iraq","Total","Total","Total positive decisions","Person","145",""
"2015Q2","Sweden","Iraq","Total","Total","Rejected","Person","85",""
"2015Q2","Sweden","Syria","Total","Total","Total","Person","4,210",""
"2015Q2","Sweden","Syria","Total","Total","Total positive decisions","Person","4,200",""
"2015Q2","Sweden","Syria","Total","Total","Rejected","Person","10",""
"2015Q2","Sweden","Total","Total","Total","Total","Person","10,090",""
"2015Q2","Sweden","Total","Total","Total","Total positive decisions","Person","7,550",""
"2015Q2","Sweden","Total","Total","Total","Rejected","Person","2,540",""
"2015Q2","United Kingdom","Albania","Total","Total","Total","Person","430",""
"2015Q2","United Kingdom","Albania","Total","Total","Total positive decisions","Person","100",""
"2015Q2","United Kingdom","Albania","Total","Total","Rejected","Person","330",""
"2015Q2","United Kingdom","Serbia","Total","Total","Total","Person","0",""
"2015Q2","United Kingdom","Serbia","Total","Total","Total positive decisions","Person","0",""
"2015Q2","United Kingdom","Serbia","Total","Total","Rejected","Person","0",""
"2015Q2","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","10",""
"2015Q2","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2015Q2","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","10",""
"2015Q2","United Kingdom","Russia","Total","Total","Total","Person","45",""
"2015Q2","United Kingdom","Russia","Total","Total","Total positive decisions","Person","25",""
"2015Q2","United Kingdom","Russia","Total","Total","Rejected","Person","20",""
"2015Q2","United Kingdom","Extra EU-28","Total","Total","Total","Person","8,080",""
"2015Q2","United Kingdom","Extra EU-28","Total","Total","Total positive decisions","Person","3,240",""
"2015Q2","United Kingdom","Extra EU-28","Total","Total","Rejected","Person","4,835",""
"2015Q2","United Kingdom","Eritrea","Total","Total","Total","Person","925",""
"2015Q2","United Kingdom","Eritrea","Total","Total","Total positive decisions","Person","305",""
"2015Q2","United Kingdom","Eritrea","Total","Total","Rejected","Person","620",""
"2015Q2","United Kingdom","Afghanistan","Total","Total","Total","Person","335",""
"2015Q2","United Kingdom","Afghanistan","Total","Total","Total positive decisions","Person","110",""
"2015Q2","United Kingdom","Afghanistan","Total","Total","Rejected","Person","225",""
"2015Q2","United Kingdom","Pakistan","Total","Total","Total","Person","680",""
"2015Q2","United Kingdom","Pakistan","Total","Total","Total positive decisions","Person","135",""
"2015Q2","United Kingdom","Pakistan","Total","Total","Rejected","Person","545",""
"2015Q2","United Kingdom","Iraq","Total","Total","Total","Person","255",""
"2015Q2","United Kingdom","Iraq","Total","Total","Total positive decisions","Person","60",""
"2015Q2","United Kingdom","Iraq","Total","Total","Rejected","Person","200",""
"2015Q2","United Kingdom","Syria","Total","Total","Total","Person","795",""
"2015Q2","United Kingdom","Syria","Total","Total","Total positive decisions","Person","710",""
"2015Q2","United Kingdom","Syria","Total","Total","Rejected","Person","85",""
"2015Q2","United Kingdom","Total","Total","Total","Total","Person","8,125",""
"2015Q2","United Kingdom","Total","Total","Total","Total positive decisions","Person","3,240",""
"2015Q2","United Kingdom","Total","Total","Total","Rejected","Person","4,885",""
"2015Q2","Switzerland","Albania","Total","Total","Total","Person","35",""
"2015Q2","Switzerland","Albania","Total","Total","Total positive decisions","Person","5",""
"2015Q2","Switzerland","Albania","Total","Total","Rejected","Person","30",""
"2015Q2","Switzerland","Serbia","Total","Total","Total","Person","40",""
"2015Q2","Switzerland","Serbia","Total","Total","Total positive decisions","Person","20",""
"2015Q2","Switzerland","Serbia","Total","Total","Rejected","Person","20",""
"2015Q2","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","185",""
"2015Q2","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","50",""
"2015Q2","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","135",""
"2015Q2","Switzerland","Russia","Total","Total","Total","Person","55",""
"2015Q2","Switzerland","Russia","Total","Total","Total positive decisions","Person","20",""
"2015Q2","Switzerland","Russia","Total","Total","Rejected","Person","35",""
"2015Q2","Switzerland","Extra EU-28","Total","Total","Total","Person","5,505",""
"2015Q2","Switzerland","Extra EU-28","Total","Total","Total positive decisions","Person","4,035",""
"2015Q2","Switzerland","Extra EU-28","Total","Total","Rejected","Person","1,470",""
"2015Q2","Switzerland","Eritrea","Total","Total","Total","Person","1,565",""
"2015Q2","Switzerland","Eritrea","Total","Total","Total positive decisions","Person","1,485",""
"2015Q2","Switzerland","Eritrea","Total","Total","Rejected","Person","80",""
"2015Q2","Switzerland","Afghanistan","Total","Total","Total","Person","285",""
"2015Q2","Switzerland","Afghanistan","Total","Total","Total positive decisions","Person","220",""
"2015Q2","Switzerland","Afghanistan","Total","Total","Rejected","Person","65",""
"2015Q2","Switzerland","Pakistan","Total","Total","Total","Person","10",""
"2015Q2","Switzerland","Pakistan","Total","Total","Total positive decisions","Person","0",""
"2015Q2","Switzerland","Pakistan","Total","Total","Rejected","Person","5",""
"2015Q2","Switzerland","Iraq","Total","Total","Total","Person","90",""
"2015Q2","Switzerland","Iraq","Total","Total","Total positive decisions","Person","50",""
"2015Q2","Switzerland","Iraq","Total","Total","Rejected","Person","40",""
"2015Q2","Switzerland","Syria","Total","Total","Total","Person","1,065",""
"2015Q2","Switzerland","Syria","Total","Total","Total positive decisions","Person","1,025",""
"2015Q2","Switzerland","Syria","Total","Total","Rejected","Person","45",""
"2015Q2","Switzerland","Total","Total","Total","Total","Person","5,510",""
"2015Q2","Switzerland","Total","Total","Total","Total positive decisions","Person","4,035",""
"2015Q2","Switzerland","Total","Total","Total","Rejected","Person","1,475",""
"2015Q3","Belgium","Albania","Total","Total","Total","Person","185",""
"2015Q3","Belgium","Albania","Total","Total","Total positive decisions","Person","10",""
"2015Q3","Belgium","Albania","Total","Total","Rejected","Person","175",""
"2015Q3","Belgium","Serbia","Total","Total","Total","Person","80",""
"2015Q3","Belgium","Serbia","Total","Total","Total positive decisions","Person","20",""
"2015Q3","Belgium","Serbia","Total","Total","Rejected","Person","60",""
"2015Q3","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","150",""
"2015Q3","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","10",""
"2015Q3","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","145",""
"2015Q3","Belgium","Russia","Total","Total","Total","Person","225",""
"2015Q3","Belgium","Russia","Total","Total","Total positive decisions","Person","45",""
"2015Q3","Belgium","Russia","Total","Total","Rejected","Person","180",""
"2015Q3","Belgium","Extra EU-28","Total","Total","Total","Person","4,415",""
"2015Q3","Belgium","Extra EU-28","Total","Total","Total positive decisions","Person","2,380",""
"2015Q3","Belgium","Extra EU-28","Total","Total","Rejected","Person","2,035",""
"2015Q3","Belgium","Eritrea","Total","Total","Total","Person","175",""
"2015Q3","Belgium","Eritrea","Total","Total","Total positive decisions","Person","155",""
"2015Q3","Belgium","Eritrea","Total","Total","Rejected","Person","20",""
"2015Q3","Belgium","Afghanistan","Total","Total","Total","Person","325",""
"2015Q3","Belgium","Afghanistan","Total","Total","Total positive decisions","Person","200",""
"2015Q3","Belgium","Afghanistan","Total","Total","Rejected","Person","130",""
"2015Q3","Belgium","Pakistan","Total","Total","Total","Person","75",""
"2015Q3","Belgium","Pakistan","Total","Total","Total positive decisions","Person","20",""
"2015Q3","Belgium","Pakistan","Total","Total","Rejected","Person","50",""
"2015Q3","Belgium","Iraq","Total","Total","Total","Person","320",""
"2015Q3","Belgium","Iraq","Total","Total","Total positive decisions","Person","250",""
"2015Q3","Belgium","Iraq","Total","Total","Rejected","Person","70",""
"2015Q3","Belgium","Syria","Total","Total","Total","Person","755",""
"2015Q3","Belgium","Syria","Total","Total","Total positive decisions","Person","730",""
"2015Q3","Belgium","Syria","Total","Total","Rejected","Person","25",""
"2015Q3","Belgium","Total","Total","Total","Total","Person","4,425",""
"2015Q3","Belgium","Total","Total","Total","Total positive decisions","Person","2,380",""
"2015Q3","Belgium","Total","Total","Total","Rejected","Person","2,045",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Albania","Total","Total","Total","Person","15,145",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Albania","Total","Total","Total positive decisions","Person","15",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Albania","Total","Total","Rejected","Person","15,130",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total","Total","Person","3,385",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total","Total positive decisions","Person","10",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total","Rejected","Person","3,375",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","3,210",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","40",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","3,175",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","Total","Person","380",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","Total positive decisions","Person","105",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","Rejected","Person","275",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Total","Person","54,335",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Total positive decisions","Person","27,135",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Rejected","Person","27,195",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","Total","Person","1,745",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","Total positive decisions","Person","1,700",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","Rejected","Person","45",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Total","Person","795",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Total positive decisions","Person","655",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Rejected","Person","140",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","Total","Person","125",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","Total positive decisions","Person","45",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","Rejected","Person","80",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Total","Person","3,440",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Total positive decisions","Person","3,400",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Rejected","Person","35",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Total","Person","18,420",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Total positive decisions","Person","18,175",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Rejected","Person","250",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","54,350",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","27,140",""
"2015Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","27,210",""
"2015Q3","France","Albania","Total","Total","Total","Person",":",""
"2015Q3","France","Albania","Total","Total","Total positive decisions","Person",":",""
"2015Q3","France","Albania","Total","Total","Rejected","Person",":",""
"2015Q3","France","Serbia","Total","Total","Total","Person",":",""
"2015Q3","France","Serbia","Total","Total","Total positive decisions","Person",":",""
"2015Q3","France","Serbia","Total","Total","Rejected","Person",":",""
"2015Q3","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person",":",""
"2015Q3","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person",":",""
"2015Q3","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person",":",""
"2015Q3","France","Russia","Total","Total","Total","Person",":",""
"2015Q3","France","Russia","Total","Total","Total positive decisions","Person",":",""
"2015Q3","France","Russia","Total","Total","Rejected","Person",":",""
"2015Q3","France","Extra EU-28","Total","Total","Total","Person",":",""
"2015Q3","France","Extra EU-28","Total","Total","Total positive decisions","Person",":",""
"2015Q3","France","Extra EU-28","Total","Total","Rejected","Person",":",""
"2015Q3","France","Eritrea","Total","Total","Total","Person",":",""
"2015Q3","France","Eritrea","Total","Total","Total positive decisions","Person",":",""
"2015Q3","France","Eritrea","Total","Total","Rejected","Person",":",""
"2015Q3","France","Afghanistan","Total","Total","Total","Person",":",""
"2015Q3","France","Afghanistan","Total","Total","Total positive decisions","Person",":",""
"2015Q3","France","Afghanistan","Total","Total","Rejected","Person",":",""
"2015Q3","France","Pakistan","Total","Total","Total","Person",":",""
"2015Q3","France","Pakistan","Total","Total","Total positive decisions","Person",":",""
"2015Q3","France","Pakistan","Total","Total","Rejected","Person",":",""
"2015Q3","France","Iraq","Total","Total","Total","Person",":",""
"2015Q3","France","Iraq","Total","Total","Total positive decisions","Person",":",""
"2015Q3","France","Iraq","Total","Total","Rejected","Person",":",""
"2015Q3","France","Syria","Total","Total","Total","Person",":",""
"2015Q3","France","Syria","Total","Total","Total positive decisions","Person",":",""
"2015Q3","France","Syria","Total","Total","Rejected","Person",":",""
"2015Q3","France","Total","Total","Total","Total","Person",":",""
"2015Q3","France","Total","Total","Total","Total positive decisions","Person",":",""
"2015Q3","France","Total","Total","Total","Rejected","Person",":",""
"2015Q3","Italy","Albania","Total","Total","Total","Person",":",""
"2015Q3","Italy","Albania","Total","Total","Total positive decisions","Person",":",""
"2015Q3","Italy","Albania","Total","Total","Rejected","Person",":",""
"2015Q3","Italy","Serbia","Total","Total","Total","Person",":",""
"2015Q3","Italy","Serbia","Total","Total","Total positive decisions","Person",":",""
"2015Q3","Italy","Serbia","Total","Total","Rejected","Person",":",""
"2015Q3","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person",":",""
"2015Q3","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person",":",""
"2015Q3","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person",":",""
"2015Q3","Italy","Russia","Total","Total","Total","Person",":",""
"2015Q3","Italy","Russia","Total","Total","Total positive decisions","Person",":",""
"2015Q3","Italy","Russia","Total","Total","Rejected","Person",":",""
"2015Q3","Italy","Extra EU-28","Total","Total","Total","Person",":",""
"2015Q3","Italy","Extra EU-28","Total","Total","Total positive decisions","Person",":",""
"2015Q3","Italy","Extra EU-28","Total","Total","Rejected","Person",":",""
"2015Q3","Italy","Eritrea","Total","Total","Total","Person",":",""
"2015Q3","Italy","Eritrea","Total","Total","Total positive decisions","Person",":",""
"2015Q3","Italy","Eritrea","Total","Total","Rejected","Person",":",""
"2015Q3","Italy","Afghanistan","Total","Total","Total","Person",":",""
"2015Q3","Italy","Afghanistan","Total","Total","Total positive decisions","Person",":",""
"2015Q3","Italy","Afghanistan","Total","Total","Rejected","Person",":",""
"2015Q3","Italy","Pakistan","Total","Total","Total","Person",":",""
"2015Q3","Italy","Pakistan","Total","Total","Total positive decisions","Person",":",""
"2015Q3","Italy","Pakistan","Total","Total","Rejected","Person",":",""
"2015Q3","Italy","Iraq","Total","Total","Total","Person",":",""
"2015Q3","Italy","Iraq","Total","Total","Total positive decisions","Person",":",""
"2015Q3","Italy","Iraq","Total","Total","Rejected","Person",":",""
"2015Q3","Italy","Syria","Total","Total","Total","Person",":",""
"2015Q3","Italy","Syria","Total","Total","Total positive decisions","Person",":",""
"2015Q3","Italy","Syria","Total","Total","Rejected","Person",":",""
"2015Q3","Italy","Total","Total","Total","Total","Person",":",""
"2015Q3","Italy","Total","Total","Total","Total positive decisions","Person",":",""
"2015Q3","Italy","Total","Total","Total","Rejected","Person",":",""
"2015Q3","Hungary","Albania","Total","Total","Total","Person","5",""
"2015Q3","Hungary","Albania","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Hungary","Albania","Total","Total","Rejected","Person","5",""
"2015Q3","Hungary","Serbia","Total","Total","Total","Person","10",""
"2015Q3","Hungary","Serbia","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Hungary","Serbia","Total","Total","Rejected","Person","10",""
"2015Q3","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","20",""
"2015Q3","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","20",""
"2015Q3","Hungary","Russia","Total","Total","Total","Person","0",""
"2015Q3","Hungary","Russia","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Hungary","Russia","Total","Total","Rejected","Person","0",""
"2015Q3","Hungary","Extra EU-28","Total","Total","Total","Person","530",""
"2015Q3","Hungary","Extra EU-28","Total","Total","Total positive decisions","Person","110",""
"2015Q3","Hungary","Extra EU-28","Total","Total","Rejected","Person","420",""
"2015Q3","Hungary","Eritrea","Total","Total","Total","Person","0",""
"2015Q3","Hungary","Eritrea","Total","Total","Total positive decisions","Person","0",""
"2015Q3","Hungary","Eritrea","Total","Total","Rejected","Person","0",""
